Temperature (°C),Pressure (bar),CO2 Concentration (%),Flow Rate (m³/h),Sorbent Type,Surface Area (m²/g),Pore Size (nm),Stability (1-10),pH Level,CO2 Outlet Concentration (%),Energy Consumption (MJ/kg CO2),Cycle Time (min),Capture Efficiency (%),Regeneration Temp (°C),Solvent Concentration (%),Reactor Volume (m³),Residence Time (s),Reboiler Duty (kW),Column Height (m),CO2 Emitted (kg/hr),Energy Used Efficiently (MJ)
90.45,8.22,18.65,921.52,Zeolite 13X,600.0,1.0,8,5.98,2.33,2.82,26.24,69.02,132.83,24.1,1.38,239.63,3235.4,49.12,294.77,224.75
119.99,5.26,8.4,1054.44,MEA,0.5,1.2,7,8.64,4.11,5.37,5.58,68.13,144.02,15.99,7.72,44.12,4679.34,41.6,88.66,133.53
94.12,9.7,17.69,1050.06,Activated Carbon,1200.0,1.5,6,8.84,1.48,4.26,53.51,58.09,148.43,32.83,8.69,187.58,4633.19,24.8,333.62,142.85
99.03,9.31,17.19,132.34,Activated Carbon,1200.0,1.5,6,6.83,1.21,2.1,33.63,70.38,138.81,34.64,7.47,203.47,1059.13,34.41,41.45,44.14
81.27,1.2,5.51,908.9,MEA,0.5,1.2,7,7.8,4.11,2.07,29.28,52.13,124.93,30.17,6.86,147.27,2794.86,48.42,24.94,227.79
113.97,8.11,5.9,1388.11,Activated Carbon,1200.0,1.5,6,7.99,2.41,2.53,52.2,63.0,146.07,36.67,7.76,274.8,3635.84,39.06,94.95,344.3
113.69,9.39,11.64,366.19,Amine-Grafted Silica,900.0,1.1,8,5.88,3.97,5.24,55.12,96.76,84.02,17.89,5.57,131.16,848.0,7.65,55.05,67.49
101.55,7.64,12.18,1465.1,Zeolite 13X,600.0,1.0,8,8.74,2.87,5.34,6.23,84.15,94.91,37.83,3.62,264.36,2220.38,16.38,267.35,230.45
90.7,5.38,19.16,1093.91,Activated Carbon,1200.0,1.5,6,5.43,2.09,2.1,54.95,95.28,133.53,39.3,3.5,32.51,1982.78,20.12,365.99,493.97
110.44,4.95,8.22,1946.99,Zeolite 13X,600.0,1.0,8,7.31,1.19,2.41,49.56,52.91,112.99,25.66,6.45,170.21,4973.55,26.59,268.27,425.68
81.19,7.49,10.8,634.49,Amine-Grafted Silica,900.0,1.1,8,6.6,4.6,2.95,9.21,71.68,141.19,10.7,4.84,195.47,3114.98,49.97,77.1,153.65
62.26,3.22,8.44,1337.21,Zeolite 13X,600.0,1.0,8,7.75,2.29,2.1,32.37,76.18,95.9,18.53,1.68,281.22,3359.95,10.44,161.19,482.79
112.81,7.49,9.56,208.08,MOF-5,3500.0,0.8,9,5.16,4.41,3.66,59.21,81.66,140.5,30.24,0.96,36.21,3894.91,31.89,21.0,46.3
97.05,6.76,8.38,870.76,MOF-5,3500.0,0.8,9,8.87,0.65,5.6,11.29,92.31,125.49,28.22,1.63,289.25,3336.19,12.82,131.93,143.28
118.38,4.63,6.02,479.83,MEA,0.5,1.2,7,7.2,2.87,3.67,29.01,81.01,112.55,26.87,2.26,299.44,2030.09,6.21,29.62,105.63
54.11,4.01,18.62,327.75,Amine-Grafted Silica,900.0,1.1,8,8.32,2.29,3.04,42.28,82.84,116.51,22.6,8.9,115.98,4701.72,7.39,104.9,89.02
64.93,6.44,16.05,1925.96,MEA,0.5,1.2,7,7.76,1.75,4.66,48.07,93.61,84.63,13.35,1.51,157.41,788.71,21.82,539.81,386.06
42.11,6.42,18.96,1096.94,Activated Carbon,1200.0,1.5,6,7.74,2.94,2.83,38.47,76.94,145.28,13.8,9.53,239.81,2185.56,20.62,344.43,297.18
50.54,4.44,5.89,515.32,MOF-5,3500.0,0.8,9,5.99,2.43,2.56,15.98,81.27,80.02,13.7,1.9,255.77,3247.5,35.58,34.95,162.96
68.66,1.8,6.62,1471.82,Zeolite 13X,600.0,1.0,8,7.98,4.88,4.53,16.32,61.87,141.01,38.25,4.21,131.77,1615.93,7.75,50.19,200.58
58.54,6.22,16.57,270.27,Activated Carbon,1200.0,1.5,6,6.99,0.66,3.11,17.38,71.14,110.95,31.91,0.87,252.26,4638.2,9.72,84.28,61.63
35.92,5.34,6.44,1355.28,MEA,0.5,1.2,7,5.97,1.07,2.08,53.82,81.23,113.92,32.27,5.64,255.61,4129.78,34.6,142.65,526.74
67.38,3.55,15.51,631.2,Activated Carbon,1200.0,1.5,6,8.5,0.58,5.86,34.27,73.87,104.64,34.09,7.12,36.55,4134.25,44.64,184.71,79.43
77.96,2.65,11.61,1026.81,MEA,0.5,1.2,7,8.43,2.19,4.75,44.18,91.27,148.1,12.24,2.21,92.4,2100.68,32.8,189.58,196.88
97.5,6.13,5.52,1319.76,MOF-5,3500.0,0.8,9,7.39,2.73,5.52,56.9,87.82,133.25,18.51,9.52,196.54,1201.56,15.97,72.17,209.59
109.31,9.09,19.05,1287.35,Activated Carbon,1200.0,1.5,6,8.09,4.74,5.32,9.78,54.54,126.4,34.22,7.4,54.19,915.79,43.32,361.07,131.73
108.72,6.16,5.89,957.51,Zeolite 13X,600.0,1.0,8,8.46,3.95,5.97,32.84,79.28,139.88,30.44,1.15,169.17,4083.41,40.31,36.41,126.94
89.01,6.73,11.94,427.17,MEA,0.5,1.2,7,6.51,3.74,2.88,17.78,94.2,142.51,17.83,8.91,42.01,4712.01,9.27,68.65,139.24
108.38,1.38,11.99,820.4,Zeolite 13X,600.0,1.0,8,5.7,4.8,3.63,8.95,51.19,139.04,22.76,8.62,112.15,777.01,20.76,115.61,115.37
106.42,1.21,13.76,286.15,Amine-Grafted Silica,900.0,1.1,8,8.07,2.28,2.17,33.72,63.08,82.94,14.68,7.56,47.55,3697.93,20.21,64.39,82.8
78.4,6.34,13.47,1016.92,MEA,0.5,1.2,7,7.24,1.88,5.14,23.35,62.34,149.86,18.54,1.53,101.95,2602.99,32.7,231.01,123.1
30.76,8.3,13.49,1038.17,Zeolite 13X,600.0,1.0,8,7.78,2.28,2.96,20.35,73.03,93.17,15.14,7.73,36.42,2530.22,23.09,228.1,255.28
103.59,8.13,13.09,1914.34,MOF-5,3500.0,0.8,9,7.75,3.13,2.65,15.25,61.42,106.09,20.35,8.9,99.47,3891.8,29.07,373.71,442.03
44.3,9.25,7.98,1887.19,Zeolite 13X,600.0,1.0,8,8.87,0.82,2.84,10.33,95.85,133.54,30.29,6.19,238.47,3688.03,23.41,264.84,634.69
46.93,6.76,5.35,261.05,Zeolite 13X,600.0,1.0,8,8.88,0.84,4.6,14.88,83.74,148.6,36.53,5.87,189.43,674.2,41.69,23.08,47.42
59.95,7.99,19.01,1003.43,Zeolite 13X,600.0,1.0,8,5.61,3.22,2.15,21.66,64.68,142.58,39.6,4.56,117.68,1855.3,12.7,310.55,300.47
108.85,6.17,17.63,1941.55,MOF-5,3500.0,0.8,9,7.19,3.04,2.87,38.38,94.15,130.58,10.54,0.93,244.19,3133.2,19.79,555.21,634.71
76.38,1.15,16.3,1341.87,MEA,0.5,1.2,7,5.89,4.86,4.7,55.89,94.62,92.25,11.41,6.01,192.78,1192.09,17.04,300.88,269.57
86.19,3.45,11.39,156.44,Amine-Grafted Silica,900.0,1.1,8,7.3,2.68,3.94,32.25,53.62,97.65,17.42,9.48,122.68,754.76,14.78,26.71,21.24
71.65,3.38,14.69,572.38,MEA,0.5,1.2,7,5.91,3.05,4.04,23.33,61.43,84.58,12.68,7.44,288.54,4393.47,44.15,130.59,86.82
116.19,9.22,13.31,1379.07,Zeolite 13X,600.0,1.0,8,8.06,2.97,4.56,35.23,81.3,82.58,24.59,7.68,105.94,4409.7,6.91,279.49,245.34
31.98,4.75,14.48,1057.43,Zeolite 13X,600.0,1.0,8,7.99,1.03,5.99,11.81,74.32,149.42,26.63,5.51,156.6,4059.55,33.39,278.76,130.98
84.47,5.56,19.79,250.32,Amine-Grafted Silica,900.0,1.1,8,6.46,2.29,5.21,33.56,66.64,143.44,26.15,3.87,67.26,3522.29,12.53,85.86,31.96
69.37,7.77,15.55,1710.49,MEA,0.5,1.2,7,7.39,3.72,4.56,12.23,90.71,142.38,27.58,1.86,236.23,2626.71,24.54,396.61,339.52
113.54,7.87,17.59,1316.48,Activated Carbon,1200.0,1.5,6,6.95,3.32,4.72,34.56,70.63,101.67,22.36,3.44,154.56,3166.79,38.11,368.21,196.58
87.27,6.55,8.46,1553.17,Activated Carbon,1200.0,1.5,6,5.94,1.36,2.69,43.05,92.25,110.81,23.02,1.65,280.73,4147.15,37.32,216.14,530.67
75.05,9.73,18.83,706.4,Zeolite 13X,600.0,1.0,8,8.87,3.91,2.06,37.35,92.32,133.54,29.36,9.75,170.0,566.22,38.99,206.57,315.05
114.17,1.77,17.68,268.01,Activated Carbon,1200.0,1.5,6,7.82,3.69,2.05,17.39,83.04,83.48,34.69,6.31,257.73,4121.72,40.15,73.49,108.04
54.03,9.8,19.22,1294.41,Activated Carbon,1200.0,1.5,6,8.18,1.32,5.92,10.32,86.24,113.28,39.16,5.94,274.23,2154.43,23.08,454.13,188.25
39.53,6.07,17.66,1331.83,MOF-5,3500.0,0.8,9,6.87,3.62,2.9,5.57,65.29,127.84,38.67,8.03,69.29,4846.92,39.29,366.5,298.82
105.54,2.66,14.32,682.14,Activated Carbon,1200.0,1.5,6,5.96,4.5,5.47,18.14,84.56,142.08,10.49,2.29,189.63,3548.37,42.02,131.29,105.26
90.16,6.39,17.01,311.52,Amine-Grafted Silica,900.0,1.1,8,5.88,2.43,3.93,26.55,68.91,100.22,35.94,0.8,221.8,4750.71,39.11,89.02,54.48
109.85,5.95,6.39,798.22,MOF-5,3500.0,0.8,9,5.98,4.8,2.68,24.77,80.88,99.56,30.92,1.08,297.19,3200.52,43.14,24.88,240.0
54.97,8.09,15.25,1724.39,MEA,0.5,1.2,7,7.38,3.27,2.24,38.02,92.69,100.34,35.9,4.3,196.14,1336.6,15.13,404.9,710.37
34.56,2.69,15.27,1463.35,MEA,0.5,1.2,7,8.28,4.38,4.27,37.47,80.83,92.62,10.83,6.01,54.22,3303.36,18.96,312.34,276.36
118.55,2.73,11.04,1310.67,MEA,0.5,1.2,7,6.69,1.76,5.38,52.59,93.28,81.39,34.5,2.26,238.87,522.2,20.94,238.4,226.83
70.32,7.48,17.79,1917.36,MOF-5,3500.0,0.8,9,7.99,2.7,2.75,15.31,82.01,81.35,19.39,8.09,235.74,3091.52,49.36,567.09,569.72
31.87,2.15,9.26,1773.22,Activated Carbon,1200.0,1.5,6,6.36,2.2,2.98,50.2,74.97,92.57,39.9,4.23,189.31,3824.56,41.12,245.37,444.61
109.87,3.89,8.68,1473.27,Activated Carbon,1200.0,1.5,6,5.64,2.92,3.33,21.01,82.08,80.41,14.73,6.4,145.68,2994.16,43.31,166.33,362.05
80.03,1.97,15.69,474.09,MEA,0.5,1.2,7,8.3,2.73,4.87,28.81,58.39,133.6,32.96,5.74,216.22,4131.41,31.79,120.43,56.73
100.5,8.61,18.21,263.6,MOF-5,3500.0,0.8,9,6.48,2.43,4.52,29.39,56.84,93.71,34.22,9.2,201.4,1902.04,42.16,81.53,33.08
100.77,4.46,12.1,1362.7,Zeolite 13X,600.0,1.0,8,6.19,4.7,2.46,43.46,65.78,93.82,34.58,9.73,171.29,4720.75,43.99,197.65,362.91
85.81,5.73,8.69,1319.13,MEA,0.5,1.2,7,8.24,2.09,5.08,57.61,69.25,130.94,23.18,8.45,138.11,2301.5,26.86,170.64,179.47
79.0,6.32,16.33,1291.79,Zeolite 13X,600.0,1.0,8,8.13,4.16,2.46,18.32,98.17,111.04,37.42,3.38,116.98,4428.29,37.18,308.13,513.42
75.32,1.13,7.45,108.65,MOF-5,3500.0,0.8,9,7.54,4.64,4.03,26.15,54.34,135.93,37.08,8.27,254.95,3205.86,9.92,5.98,14.61
80.21,6.9,9.24,738.43,MOF-5,3500.0,0.8,9,8.22,1.41,4.61,52.47,64.64,101.95,35.02,5.86,44.72,1181.54,48.41,113.33,103.32
31.6,6.56,11.69,333.21,MEA,0.5,1.2,7,8.46,4.1,4.43,34.18,79.58,130.2,16.78,9.98,94.06,1607.45,45.07,49.57,59.72
58.92,1.64,14.24,421.51,Zeolite 13X,600.0,1.0,8,8.42,1.5,4.69,43.33,61.56,85.98,36.78,9.96,37.44,2000.92,47.02,105.25,55.21
101.9,9.63,12.48,1023.49,Zeolite 13X,600.0,1.0,8,5.54,3.61,3.15,58.86,51.32,130.04,17.09,2.46,279.04,4711.77,9.26,177.94,166.22
83.98,1.54,13.77,358.2,Amine-Grafted Silica,900.0,1.1,8,8.23,1.96,4.39,29.46,69.39,102.66,27.42,3.1,165.05,1735.21,12.11,82.91,56.49
73.0,1.99,8.89,238.7,Zeolite 13X,600.0,1.0,8,7.62,0.84,4.83,17.92,54.37,121.33,30.67,8.02,233.67,1318.78,31.08,37.66,26.81
31.99,9.32,18.7,1880.53,Activated Carbon,1200.0,1.5,6,6.08,3.22,2.19,48.42,54.72,115.08,39.66,7.47,296.11,2713.24,44.89,570.57,467.74
106.42,7.79,17.13,1889.93,MEA,0.5,1.2,7,7.8,2.79,5.68,35.68,63.42,126.95,25.58,8.33,98.33,2552.97,26.13,531.19,210.65
71.06,6.12,18.73,1919.07,MOF-5,3500.0,0.8,9,5.61,4.93,4.73,17.95,61.23,100.92,23.06,1.2,30.5,3338.86,38.69,519.07,247.9
30.35,5.67,13.96,1613.66,Amine-Grafted Silica,900.0,1.1,8,6.51,2.32,4.19,39.26,58.9,139.8,37.58,1.79,136.22,1625.84,38.85,368.15,226.3
50.81,2.89,10.79,143.6,Amine-Grafted Silica,900.0,1.1,8,7.96,1.59,4.89,26.02,68.16,80.42,13.85,7.09,255.63,3956.22,12.15,25.89,19.98
104.65,8.2,10.16,509.19,MEA,0.5,1.2,7,7.89,1.95,5.9,22.53,77.46,106.19,16.95,2.01,196.19,4154.82,37.4,81.94,66.74
53.28,8.71,7.2,697.44,Amine-Grafted Silica,900.0,1.1,8,6.42,3.32,3.26,52.37,64.12,82.61,38.18,5.93,42.09,1113.83,39.35,53.04,136.76
35.12,1.48,15.41,342.69,MEA,0.5,1.2,7,6.28,3.61,5.78,16.37,62.15,101.17,28.87,1.85,285.23,2123.72,14.72,79.26,36.78
112.11,4.23,11.07,159.5,Amine-Grafted Silica,900.0,1.1,8,5.86,1.68,4.31,47.26,91.04,87.49,15.92,8.99,239.58,567.94,45.97,29.36,33.61
114.82,9.08,18.14,619.03,MOF-5,3500.0,0.8,9,8.67,4.68,2.41,12.57,57.8,149.0,30.09,6.6,192.44,3645.65,29.78,163.31,147.85
59.98,6.06,10.23,486.73,Zeolite 13X,600.0,1.0,8,5.64,3.53,2.68,36.62,86.25,109.4,36.53,9.32,258.83,1149.31,9.88,63.92,156.06
116.16,1.76,18.57,544.2,MEA,0.5,1.2,7,5.22,2.3,3.12,33.06,58.02,146.74,29.87,5.99,232.08,2329.85,47.23,173.54,100.88
43.33,9.65,5.76,1878.2,Zeolite 13X,600.0,1.0,8,5.26,4.36,3.86,42.74,97.56,140.99,18.79,9.49,116.39,4441.38,49.96,51.54,473.48
49.84,5.94,17.73,1486.24,MEA,0.5,1.2,7,8.78,2.09,4.86,58.67,80.49,135.55,10.32,8.29,59.42,4616.04,38.87,455.6,245.64
115.98,8.73,13.87,532.8,Amine-Grafted Silica,900.0,1.1,8,6.11,0.59,2.89,48.98,95.01,89.77,38.67,3.83,64.46,519.37,29.69,138.68,174.56
70.81,5.51,16.79,1447.94,MEA,0.5,1.2,7,5.84,2.55,3.61,33.92,85.0,115.45,13.02,2.15,20.7,2729.83,23.41,404.13,339.99
48.01,4.24,11.52,1756.78,Zeolite 13X,600.0,1.0,8,8.83,4.05,4.52,10.9,71.63,99.26,39.63,4.23,138.2,2132.06,26.5,257.21,277.79
49.14,2.6,14.9,551.02,Amine-Grafted Silica,900.0,1.1,8,5.83,1.96,5.0,38.06,95.22,128.58,12.99,1.1,128.81,936.65,18.98,139.75,104.73
37.52,5.77,8.93,150.31,Amine-Grafted Silica,900.0,1.1,8,6.69,0.65,2.88,35.68,84.44,149.07,16.45,5.89,150.91,4090.37,21.24,24.39,43.92
90.28,9.13,17.27,1003.88,Zeolite 13X,600.0,1.0,8,7.12,3.43,5.94,7.67,62.48,97.9,11.4,0.84,246.01,3256.95,45.19,272.32,105.42
116.36,7.99,14.4,1305.13,MEA,0.5,1.2,7,5.93,0.79,2.45,55.2,53.0,115.76,34.92,4.7,98.05,4350.3,5.16,348.15,281.19
110.7,8.09,16.76,1563.93,Amine-Grafted Silica,900.0,1.1,8,6.68,0.97,3.34,45.97,54.93,142.16,22.51,9.5,202.59,717.78,12.32,484.01,256.44
66.29,5.68,9.69,1075.07,MOF-5,3500.0,0.8,9,8.48,2.6,3.4,27.42,60.38,131.02,30.47,1.01,263.14,2828.54,27.7,149.4,190.36
38.08,7.93,16.27,391.41,MOF-5,3500.0,0.8,9,6.38,4.25,5.57,15.0,89.0,108.72,33.71,1.7,85.58,3045.81,28.27,92.21,62.43
35.81,6.57,5.0,1104.8,MOF-5,3500.0,0.8,9,8.41,2.17,3.67,53.31,69.82,142.05,17.19,7.21,111.87,3116.57,37.75,61.28,209.61
49.98,8.66,19.15,560.6,Activated Carbon,1200.0,1.5,6,7.15,2.75,4.56,58.58,92.14,80.29,16.21,5.54,82.6,3319.23,7.63,180.2,113.03
59.48,4.98,17.98,581.17,MOF-5,3500.0,0.8,9,7.81,2.55,4.5,40.96,78.55,86.92,28.83,8.6,277.26,4637.49,19.73,175.76,101.22
51.0,6.52,9.14,1579.82,MOF-5,3500.0,0.8,9,6.87,1.28,2.5,42.18,82.99,94.14,17.64,7.98,126.19,1977.97,49.39,243.38,522.35
42.27,8.58,7.61,1919.44,MEA,0.5,1.2,7,6.54,2.35,3.99,30.45,98.04,141.47,20.88,2.78,289.04,2891.15,45.75,197.89,470.45
89.39,1.3,18.86,724.11,Amine-Grafted Silica,900.0,1.1,8,7.24,4.25,2.54,19.68,51.14,140.84,24.25,6.98,109.34,2126.37,32.37,207.35,145.22
106.81,5.7,12.07,452.1,MOF-5,3500.0,0.8,9,6.21,3.73,3.98,32.4,69.4,86.32,35.54,3.88,254.92,3607.94,33.74,73.9,78.64
35.79,4.12,11.69,1343.53,Amine-Grafted Silica,900.0,1.1,8,8.56,1.03,3.58,31.53,79.19,109.56,31.31,2.28,25.45,3019.09,28.15,280.71,296.36
36.98,7.56,16.55,362.15,MEA,0.5,1.2,7,8.35,0.65,5.8,24.67,56.77,131.3,37.21,4.44,273.24,999.4,19.08,112.86,35.39
84.1,8.19,5.16,991.65,MEA,0.5,1.2,7,8.38,1.15,4.74,59.58,90.7,86.08,14.14,6.64,199.38,3567.6,39.01,77.94,189.35
100.22,9.48,17.52,1068.99,MOF-5,3500.0,0.8,9,8.31,1.4,5.98,11.96,71.5,103.82,28.05,7.19,160.56,970.66,30.27,337.75,127.6
41.69,8.24,16.33,1216.66,Amine-Grafted Silica,900.0,1.1,8,8.9,4.25,4.28,7.47,96.37,102.29,35.52,8.16,66.98,2353.24,6.61,288.07,273.31
93.56,3.19,16.54,664.24,Zeolite 13X,600.0,1.0,8,8.27,4.76,3.64,32.28,80.06,124.42,39.91,9.09,160.52,3246.23,42.38,153.37,145.7
102.97,8.54,14.75,349.06,MEA,0.5,1.2,7,6.33,2.46,4.37,9.96,68.2,119.12,34.18,2.82,267.13,2531.84,24.02,84.08,54.35
89.88,6.27,19.43,687.96,Amine-Grafted Silica,900.0,1.1,8,6.62,1.98,3.26,44.33,59.3,120.28,25.88,9.84,262.09,4185.85,27.75,235.3,124.76
44.01,5.29,13.91,1978.68,MOF-5,3500.0,0.8,9,6.32,2.44,5.81,56.17,69.83,114.36,17.35,5.22,122.2,2365.63,48.17,444.83,237.41
33.33,2.03,6.52,1225.5,Amine-Grafted Silica,900.0,1.1,8,8.42,1.45,4.62,48.44,64.92,80.86,33.11,4.9,94.94,1822.25,12.32,121.78,171.83
31.95,6.94,9.34,122.26,MEA,0.5,1.2,7,7.52,2.98,4.38,27.24,62.48,125.76,20.27,1.38,20.75,2202.47,9.59,15.24,17.4
110.89,6.15,11.21,970.9,MEA,0.5,1.2,7,5.3,2.3,4.19,29.29,67.1,134.25,33.12,4.98,160.37,1424.34,47.55,169.55,155.11
51.85,1.86,13.82,1724.32,Zeolite 13X,600.0,1.0,8,6.34,3.17,3.53,38.08,83.53,108.61,31.38,1.22,31.73,3992.86,21.54,359.93,406.87
99.4,7.4,7.54,521.21,Activated Carbon,1200.0,1.5,6,5.71,3.28,3.77,56.07,63.51,81.23,10.68,9.75,63.2,1413.08,31.65,43.52,87.57
57.23,9.49,15.06,370.52,Amine-Grafted Silica,900.0,1.1,8,6.82,3.15,3.86,53.71,56.09,88.91,35.75,2.53,116.87,3818.29,40.41,86.49,53.7
62.73,3.69,9.13,903.65,MOF-5,3500.0,0.8,9,8.3,3.88,4.39,49.96,68.03,114.03,18.17,1.04,244.93,2373.31,18.34,92.99,139.72
50.81,5.12,12.66,930.48,MEA,0.5,1.2,7,8.61,2.23,4.55,30.06,85.6,108.41,33.83,0.68,199.34,3186.06,19.08,190.22,174.67
40.45,2.34,9.62,835.07,Activated Carbon,1200.0,1.5,6,7.75,2.48,5.03,6.18,60.74,111.91,35.81,2.35,268.17,1641.67,21.05,116.86,100.64
108.16,4.27,6.03,1217.6,Activated Carbon,1200.0,1.5,6,5.21,1.49,5.74,5.2,71.18,138.53,26.42,3.38,236.99,4245.83,14.54,108.35,150.73
64.51,5.06,11.09,1090.74,Amine-Grafted Silica,900.0,1.1,8,6.5,0.76,3.84,13.18,88.9,96.44,13.56,1.69,235.48,1533.29,45.55,220.84,251.86
114.96,5.34,14.06,1707.38,Activated Carbon,1200.0,1.5,6,6.08,1.27,3.52,53.1,57.42,128.34,30.82,0.7,224.55,4907.27,43.31,428.01,277.73
60.14,5.37,15.8,293.34,Zeolite 13X,600.0,1.0,8,8.3,2.67,2.6,17.94,52.32,141.98,36.02,2.41,212.58,851.27,27.71,75.49,58.8
74.86,1.14,13.66,1008.59,Amine-Grafted Silica,900.0,1.1,8,6.2,2.84,3.94,38.91,67.01,133.43,32.43,3.55,90.84,2617.97,24.69,213.89,171.1
30.63,2.93,7.07,1810.64,Activated Carbon,1200.0,1.5,6,8.39,4.97,5.76,30.52,52.96,115.1,19.39,4.91,214.37,3290.71,35.62,74.53,166.19
85.17,5.32,9.48,102.96,MEA,0.5,1.2,7,6.23,3.13,5.41,43.68,88.23,101.22,13.0,4.49,69.99,1465.27,35.77,12.81,16.76
49.45,4.4,9.84,1669.33,MOF-5,3500.0,0.8,9,6.4,4.61,5.01,27.81,95.12,120.46,24.88,1.83,270.92,4908.67,21.56,171.12,316.31
44.41,6.11,5.58,250.26,Amine-Grafted Silica,900.0,1.1,8,7.23,2.26,2.25,41.24,71.51,94.78,39.54,1.66,81.84,1506.86,15.94,16.28,79.19
116.49,9.6,9.43,1755.69,Activated Carbon,1200.0,1.5,6,5.45,3.27,5.14,21.83,98.96,141.92,31.15,2.17,164.16,1490.58,13.71,211.97,337.37
65.32,8.33,10.3,1592.53,MOF-5,3500.0,0.8,9,6.24,0.55,2.74,55.5,70.03,119.92,19.96,2.43,279.95,4947.02,11.07,304.33,405.55
69.16,5.35,7.28,1975.38,MEA,0.5,1.2,7,6.18,2.5,5.12,15.6,80.1,120.49,20.57,9.6,244.15,612.1,18.94,185.07,308.44
103.61,8.34,10.92,1607.88,Zeolite 13X,600.0,1.0,8,8.08,3.86,2.27,42.62,68.97,83.6,23.7,9.42,123.21,4970.57,11.57,222.49,486.38
72.38,8.23,6.54,1594.62,MOF-5,3500.0,0.8,9,6.75,4.08,5.41,42.85,54.66,148.95,26.25,3.79,254.67,4090.46,25.88,76.89,160.82
93.35,4.61,11.98,1935.1,Activated Carbon,1200.0,1.5,6,7.13,3.25,3.36,22.24,78.49,124.43,31.21,9.21,104.44,4325.82,20.43,331.11,450.7
50.97,1.03,10.56,813.33,MOF-5,3500.0,0.8,9,8.3,2.53,2.48,20.99,73.02,94.96,29.17,2.19,118.76,3831.56,10.01,128.01,238.51
75.84,4.04,12.13,1818.87,Amine-Grafted Silica,900.0,1.1,8,7.31,4.15,2.25,7.84,95.97,131.62,11.05,4.28,172.52,3342.08,45.64,284.49,772.38
71.76,8.66,14.35,1405.0,MOF-5,3500.0,0.8,9,5.54,4.44,2.34,21.39,63.62,112.22,37.95,9.91,217.84,2406.73,7.89,272.9,380.37
93.55,6.88,15.5,630.49,Amine-Grafted Silica,900.0,1.1,8,7.03,3.63,5.47,23.19,93.28,82.89,28.43,5.52,47.71,1955.51,10.83,146.68,107.32
59.14,9.4,9.35,1072.01,Amine-Grafted Silica,900.0,1.1,8,7.15,4.12,3.67,12.02,61.48,111.56,27.69,3.48,195.91,1567.46,19.25,109.89,179.1
65.15,4.06,11.21,1214.1,MOF-5,3500.0,0.8,9,7.06,0.63,4.02,21.95,98.4,124.41,17.06,7.53,198.71,4469.7,9.23,251.77,296.45
119.22,1.55,8.26,1621.86,Activated Carbon,1200.0,1.5,6,8.92,2.7,5.27,44.83,55.09,122.73,31.36,6.25,248.71,3374.69,28.75,176.74,169.22
70.7,4.18,15.73,807.47,Activated Carbon,1200.0,1.5,6,8.56,4.24,2.58,22.47,70.08,110.84,25.72,3.73,275.45,1714.18,29.94,181.85,218.48
31.62,5.61,13.76,894.65,MOF-5,3500.0,0.8,9,5.23,4.72,5.2,11.77,90.89,121.7,34.56,7.75,47.29,1711.48,7.88,158.52,156.07
114.23,5.67,11.74,1499.64,Zeolite 13X,600.0,1.0,8,7.41,1.36,2.6,25.4,95.87,106.14,17.76,1.02,20.57,508.03,13.7,305.1,550.84
49.39,1.17,12.07,569.7,MOF-5,3500.0,0.8,9,8.78,2.32,5.13,53.14,86.64,122.65,31.51,2.99,75.02,4155.16,11.34,108.87,96.03
44.21,3.3,5.36,117.57,Zeolite 13X,600.0,1.0,8,5.76,4.63,2.71,7.66,77.67,122.38,39.33,5.91,257.02,4972.92,14.3,1.68,33.57
44.48,1.34,16.83,201.44,MEA,0.5,1.2,7,8.63,1.59,5.6,56.66,73.62,101.03,19.44,9.16,175.88,3990.05,20.5,60.17,26.43
77.71,6.75,13.63,454.13,Activated Carbon,1200.0,1.5,6,6.12,1.07,5.18,44.48,88.36,133.49,33.14,1.25,214.91,2147.58,27.27,111.8,77.32
94.46,8.96,14.33,553.59,MEA,0.5,1.2,7,7.06,1.81,4.06,31.57,57.58,124.23,37.21,9.39,265.96,3932.08,17.96,135.85,78.32
61.76,2.66,19.85,1915.05,Amine-Grafted Silica,900.0,1.1,8,6.71,4.11,3.09,18.99,58.09,98.37,39.29,4.64,237.96,991.73,15.06,590.8,358.86
106.68,6.58,19.63,386.56,Amine-Grafted Silica,900.0,1.1,8,8.43,0.57,4.94,58.8,74.15,143.83,30.54,9.3,232.43,3294.19,24.3,144.41,57.91
70.67,8.44,10.85,281.89,Amine-Grafted Silica,900.0,1.1,8,5.73,1.39,4.39,5.65,73.04,120.46,21.41,3.16,281.72,2037.56,11.96,52.27,46.79
63.66,3.0,5.06,1274.33,MOF-5,3500.0,0.8,9,8.56,1.7,5.47,20.44,79.88,126.26,18.84,7.21,246.33,630.0,21.23,83.92,185.75
106.62,6.16,6.56,1323.44,Zeolite 13X,600.0,1.0,8,7.83,0.6,3.46,20.79,90.17,123.24,19.48,7.91,217.57,4658.03,17.23,154.6,343.9
105.69,1.19,5.88,1739.54,Zeolite 13X,600.0,1.0,8,7.4,1.96,2.19,23.4,61.66,100.46,13.42,6.38,244.44,3580.98,25.22,133.65,487.55
30.77,6.41,5.48,942.3,Zeolite 13X,600.0,1.0,8,7.53,3.16,4.06,28.16,61.45,130.66,36.62,8.56,168.11,3425.71,46.04,42.85,142.27
